Car_ID,Brand,Model,Year,Price_Lakh_INR,Fuel_Type,Transmission,Engine_CC,Mileage_or_Range,Safety_Rating,Airbags,ABS,ESP,Rear_Camera,Driver_Behavior,Road_Risk,Pothole_Risk,Engine_Temperature_C,Battery_Voltage_V,Brake_Condition,Tire_Pressure_PSI,Oil_Health_Percent,Maintenance_Risk,Maintenance_Risk_Score,Accident_Risk,Accident_Risk_Score,Overall_Safety_Score,Recommendation_Score,Recommendation
2366,Toyota,Glanza,2024,15.77,Electric,Manual,0,297.4,3,6,Yes,No,Yes,Calm,Low,0.07,98.2,11.88,Moderate,29.9,84.5,Low,24.231136613142297,Low,24.22347871954225,51,69.10249999999999,Recommended
2367,Kia,Sonet,2019,8.81,Diesel,Manual,1597,18.8,4,6,Yes,Yes,Yes,Aggressive,Low,0.09,91.6,12.99,Good,34.3,95.5,Low,8.89132608725474,Low,24.46793603264371,82,70.72,Recommended
2368,Kia,Carens,2019,12.62,Diesel,Manual,998,22.5,4,6,Yes,Yes,Yes,Calm,Medium,0.27,80.5,12.2,Good,29.9,100.0,Low,0.0,Low,14.871112096827996,87,73.525,Recommended
2369,Mahindra,Thar,2021,20.06,Petrol,Manual,1597,17.9,4,4,Yes,Yes,Yes,Risky,Low,0.24,91.0,12.91,Poor,27.8,53.0,Low,34.80945113599637,Medium,43.64460958245701,53,57.535,Consider
2370,Mahindra,XUV700,2020,11.32,Petrol,Automatic,1997,12.1,4,2,Yes,Yes,Yes,Normal,Low,0.09,85.9,13.5,Good,30.7,69.3,Low,13.970854511800574,Low,8.516503941724588,79,73.36500000000001,Recommended
2371,Hyundai,Venue,2026,14.36,CNG,Manual,1199,22.9,4,4,Yes,Yes,No,Risky,Low,0.07,90.5,12.19,Poor,29.7,91.7,Low,19.472310995686904,Medium,49.46604866347234,53,56.285,Consider
2372,Hyundai,Exter,2023,14.05,Electric,Manual,0,357.1,4,6,Yes,Yes,Yes,Calm,Medium,0.17,85.0,13.05,Good,29.5,64.9,Low,16.17416386838637,Low,12.6645746205635,85,86.64125,Highly Recommended
2373,Hyundai,Creta,2026,15.48,Petrol,Manual,1497,11.5,5,6,Yes,Yes,Yes,Aggressive,Medium,0.16,87.9,12.46,Good,38.0,67.0,Low,11.944179860193882,Medium,30.1567803425275,88,72.325,Recommended
2374,Tata,Punch,2022,10.57,Petrol,Automatic,1497,19.3,4,2,Yes,Yes,Yes,Normal,High,0.31,84.6,12.87,Good,28.0,88.9,Low,6.601277434028351,Medium,38.94838758697115,69,69.945,Recommended
2375,Tata,Curvv,2026,13.53,Petrol,Automatic,1197,18.2,5,6,Yes,Yes,Yes,Normal,Medium,0.23,88.2,13.05,Good,33.5,46.9,Low,14.460913160579135,Low,22.142867281264696,90,79.22999999999999,Highly Recommended
2376,Tata,Punch,2019,5.69,Petrol,Manual,1197,16.1,4,4,Yes,No,Yes,Calm,Low,0.25,77.6,12.79,Good,31.3,77.7,Low,9.90609929286257,Low,9.821784170487359,68,64.015,Recommended
2377,Kia,Carens,2026,13.0,CNG,Manual,998,27.4,4,4,Yes,Yes,Yes,Normal,Low,0.26,84.0,12.56,Poor,35.4,73.5,Low,27.000280219426074,Low,26.66627057785693,60,66.11,Recommended
2378,Tata,Nexon,2021,16.21,Electric,Automatic,0,311.8,4,4,Yes,Yes,No,Normal,Low,0.05,90.5,12.33,Good,31.8,77.1,Low,1.9975372405323935,Low,3.1597124621381285,87,84.8425,Highly Recommended
2379,Skoda,Slavia,2019,13.19,CNG,Manual,1497,25.2,4,6,Yes,Yes,Yes,Normal,Medium,0.25,88.0,12.21,Good,30.7,100.0,Low,0.0,Low,20.18183393587699,85,77.03,Highly Recommended
2380,Honda,Amaze,2021,10.58,Petrol,Manual,998,17.5,5,4,Yes,Yes,Yes,Aggressive,Low,0.16,93.7,12.93,Moderate,29.4,77.2,Low,9.2737724507003,Low,29.27725539394039,78,68.725,Recommended
2381,Tata,Punch,2019,10.42,Petrol,Manual,1290,17.1,5,2,Yes,Yes,No,Risky,Low,0.04,85.1,12.9,Good,33.8,38.7,Low,11.685608241109774,Medium,40.93686045988863,76,61.765,Recommended
2382,Volkswagen,Taigun,2020,9.56,Petrol,Manual,1498,14.2,4,7,Yes,No,Yes,Normal,Low,0.0,99.5,13.02,Moderate,31.7,89.8,Low,10.988594121405612,Low,13.913789259566826,66,62.83,Recommended
2383,Renault,Triber,2022,8.84,CNG,Manual,1997,27.1,4,2,Yes,Yes,Yes,Normal,Low,0.15,90.8,12.54,Moderate,32.2,75.5,Low,8.812685868726508,Low,23.827868419375417,68,69.66499999999999,Recommended
2384,Tata,Harrier,2021,15.01,Petrol,Automatic,1597,14.6,3,6,Yes,No,Yes,Aggressive,Low,0.21,87.3,12.76,Moderate,37.6,68.9,Low,18.431955488356017,Low,25.831844782189176,51,61.14,Recommended
2385,Hyundai,Venue,2023,9.5,CNG,Automatic,1497,26.3,3,6,Yes,No,Yes,Calm,Medium,0.33,86.8,12.18,Good,36.9,97.8,Low,0.0,Low,24.221896618043957,61,71.395,Recommended
2386,Hyundai,Exter,2022,4.5,Petrol,Manual,1597,25.6,5,4,Yes,No,No,Aggressive,Medium,0.36,80.0,12.84,Good,30.1,25.7,Low,19.668319606202278,Medium,34.300923230704825,66,58.54,Consider
2387,Mahindra,Scorpio,2025,12.74,Diesel,Automatic,1290,20.8,5,2,Yes,Yes,Yes,Normal,High,0.23,95.3,13.4,Good,36.6,68.3,Low,12.572579868166162,Medium,43.2709421163847,75,72.87,Recommended
2388,Maruti Suzuki,Baleno,2026,6.74,CNG,Manual,1197,18.5,4,6,Yes,Yes,Yes,Normal,Medium,0.2,94.7,12.62,Good,34.3,70.4,Low,6.452339065863305,Low,22.78764269692279,83,75.125,Highly Recommended
2389,Skoda,Slavia,2020,12.8,CNG,Manual,1597,25.0,4,6,Yes,Yes,No,Normal,Low,0.14,89.3,11.83,Good,29.7,98.5,Low,21.78066589972221,Low,14.521391514932926,84,70.55000000000001,Recommended
2390,Kia,Seltos,2025,13.53,Petrol,Manual,2198,20.8,4,2,Yes,No,Yes,Calm,Medium,0.37,94.4,11.24,Good,32.3,61.5,Low,29.949563326130235,Low,20.725132735152794,57,59.77,Consider
2391,Kia,Sonet,2020,8.97,Diesel,Manual,2198,22.5,5,6,Yes,Yes,No,Aggressive,Low,0.0,87.4,12.63,Moderate,30.5,76.2,Low,16.768008885757162,Low,23.646709227706218,83,65.725,Recommended
2392,Renault,Triber,2019,10.8,Electric,Automatic,0,341.9,3,4,Yes,No,Yes,Aggressive,Low,0.21,84.9,12.72,Good,34.1,75.9,Low,10.04603676804909,Low,24.70624108099121,55,77.57124999999999,Highly Recommended
2393,Mahindra,Scorpio,2019,9.88,Petrol,Automatic,1290,20.4,5,6,Yes,Yes,Yes,Normal,High,0.41,87.7,12.44,Good,37.6,75.0,Low,1.8774128214322712,Medium,35.89981287557573,87,78.21000000000001,Highly Recommended
2394,Volkswagen,Taigun,2019,12.98,Petrol,Manual,1497,22.2,4,6,Yes,Yes,Yes,Normal,Low,0.09,84.3,12.63,Poor,31.1,70.7,Low,30.095750933813388,Low,25.258549252027038,64,63.13,Recommended
2395,Volkswagen,Taigun,2024,15.6,Electric,Manual,0,369.9,4,6,Yes,Yes,Yes,Normal,Low,0.08,83.0,12.69,Good,35.1,71.0,Low,6.054422336543123,Low,11.580857005506246,87,88.02125,Highly Recommended
2396,Kia,Carens,2024,10.04,Petrol,Manual,1290,13.2,4,6,Yes,Yes,Yes,Risky,Low,0.16,84.3,12.1,Good,34.8,94.4,Low,0.0,Medium,38.2331478343128,79,68.53,Recommended
2397,Skoda,Kushaq,2020,13.7,Electric,Manual,0,438.0,4,4,Yes,Yes,Yes,Calm,Low,0.01,98.4,11.99,Good,28.4,100.0,Low,17.43551437374484,Low,6.370086856781302,83,87.35,Highly Recommended
2398,Hyundai,Creta,2022,14.16,Electric,Manual,0,409.4,5,2,Yes,Yes,Yes,Risky,Low,0.1,79.5,12.92,Moderate,29.1,65.7,Low,7.655176943301871,Medium,43.69463791952621,70,81.5,Highly Recommended
2399,Hyundai,Exter,2023,9.63,Petrol,Manual,1497,18.2,4,2,Yes,No,Yes,Risky,Low,0.3,92.9,11.73,Moderate,33.7,87.9,Low,28.600625049016323,Medium,44.62633776501602,43,53.08,Consider
2400,Maruti Suzuki,Brezza,2023,8.01,Petrol,Manual,998,16.6,4,2,Yes,Yes,Yes,Normal,Low,0.12,86.8,12.28,Good,31.1,88.6,Low,7.571937094218633,Low,11.30966338791336,79,69.04,Recommended
2401,Hyundai,i20,2019,10.43,CNG,Manual,1997,23.3,3,4,Yes,No,Yes,Normal,Low,0.06,84.8,12.89,Good,28.4,55.0,Low,11.915003482523986,Low,5.239565896143193,61,65.945,Recommended
2402,Maruti Suzuki,Fronx,2019,5.66,CNG,Manual,1290,27.1,3,2,Yes,No,Yes,Normal,Medium,0.15,82.7,12.71,Good,28.2,68.0,Low,10.174307696567313,Low,28.805395997751916,49,61.115,Recommended
2403,Renault,Triber,2025,5.27,Petrol,Manual,2198,16.5,5,4,Yes,Yes,Yes,Calm,Medium,0.17,77.8,11.54,Good,31.9,94.8,Low,18.12905404092742,Low,19.166458764380106,87,72.625,Recommended
2404,Renault,Kiger,2026,15.6,CNG,Manual,1199,25.5,5,6,Yes,Yes,Yes,Normal,Low,0.22,87.5,12.7,Good,38.0,72.3,Low,6.1882346483137685,Low,16.59348342851979,93,80.67500000000001,Highly Recommended
2405,Kia,Carens,2020,10.74,CNG,Manual,1199,22.7,5,2,Yes,Yes,No,Normal,Low,0.21,81.5,12.6,Good,31.5,94.0,Low,0.0,Low,10.508484195912612,88,72.005,Recommended
2406,Renault,Kiger,2023,7.5,Electric,Manual,0,427.9,4,4,Yes,Yes,Yes,Normal,High,0.36,81.2,12.83,Good,31.4,76.6,Low,4.963754435351353,Medium,35.93880516295312,75,83.75,Highly Recommended
2407,Honda,Amaze,2024,9.2,Diesel,Automatic,1597,19.8,3,6,Yes,No,Yes,Calm,Medium,0.29,97.0,11.92,Moderate,31.5,99.4,Low,28.294132723550092,Low,25.143452331876528,50,61.47,Recommended
2408,Maruti Suzuki,Fronx,2022,7.17,CNG,Manual,1597,26.8,4,7,Yes,Yes,Yes,Aggressive,High,0.39,93.3,12.51,Good,27.7,65.0,Low,10.42336120468066,Medium,45.75449427990306,76,73.22,Recommended
2409,Volkswagen,Taigun,2022,13.91,CNG,Automatic,1497,24.6,4,6,Yes,Yes,Yes,Normal,Medium,0.17,77.5,12.6,Good,33.0,80.4,Low,17.24454168661309,Low,22.088390921431458,82,80.59,Highly Recommended
2410,Skoda,Slavia,2019,8.32,Petrol,Manual,1997,20.5,3,6,Yes,No,Yes,Normal,Low,0.2,99.8,11.69,Good,34.3,71.0,Low,30.80226986599481,Low,17.89558652471694,58,60.175,Recommended
2411,Mahindra,Scorpio,2021,12.97,CNG,Automatic,1498,23.6,5,2,Yes,Yes,Yes,Normal,Low,0.0,84.4,12.99,Good,33.4,68.3,Low,5.778025370279276,Low,11.37550263792175,87,82.69,Highly Recommended
2412,Volkswagen,Taigun,2021,12.32,CNG,Manual,998,32.4,5,6,Yes,Yes,Yes,Aggressive,Low,0.14,91.8,12.1,Moderate,30.4,83.0,Low,8.683175973676494,Low,26.39795277533068,83,77.21000000000001,Highly Recommended
2413,Toyota,Urban Cruiser,2019,9.33,Diesel,Automatic,2198,19.4,3,6,Yes,No,Yes,Risky,Medium,0.29,96.3,12.72,Good,36.1,63.8,Low,20.662308806628044,Medium,45.76324351196689,50,61.41,Recommended
2414,Mahindra,Scorpio,2019,16.47,Electric,Manual,0,353.5,5,6,Yes,Yes,Yes,Calm,Medium,0.12,75.4,11.91,Good,33.5,65.8,Low,27.641476787795952,Low,18.982866289591236,89,88.30625,Highly Recommended
2415,Mahindra,Scorpio,2026,11.82,Petrol,Manual,1498,21.6,4,2,Yes,Yes,Yes,Normal,Low,0.07,84.6,13.27,Moderate,33.2,91.1,Low,10.339853710200384,Low,12.995747940023833,72,66.64,Recommended
2416,Toyota,Glanza,2020,18.28,Petrol,Automatic,1997,16.7,4,4,Yes,Yes,Yes,Normal,Medium,0.32,84.4,11.79,Good,29.6,64.2,Medium,36.03620072896809,Low,22.49828905483247,75,72.255,Recommended
2417,Hyundai,Verna,2025,9.76,Diesel,Automatic,1197,20.5,5,2,Yes,Yes,No,Normal,Low,0.22,89.1,12.36,Good,26.8,60.4,Low,17.068012320196463,Low,17.096335795688603,83,70.42500000000001,Recommended
2418,Tata,Curvv,2020,8.06,Electric,Automatic,0,373.0,5,2,Yes,Yes,Yes,Normal,Medium,0.24,99.7,12.87,Good,33.6,94.3,Low,8.717683266226707,Low,19.69902641937013,84,91.7875,Highly Recommended
2419,Toyota,Glanza,2025,15.79,Diesel,Manual,1290,22.5,3,7,Yes,No,Yes,Normal,Medium,0.27,84.7,12.42,Good,34.4,56.8,Low,10.01870935180677,Low,19.501033735011415,63,62.725,Recommended
2420,Honda,City,2025,9.65,Diesel,Manual,1997,16.7,4,6,Yes,Yes,Yes,Aggressive,Medium,0.42,75.9,13.31,Good,31.5,86.8,Low,0.0,Medium,41.54043227802483,77,68.155,Recommended
2421,Volkswagen,Virtus,2025,14.5,Petrol,Automatic,998,16.3,4,2,Yes,Yes,Yes,Normal,Low,0.17,101.4,12.79,Good,28.7,100.0,Low,2.5287296340029553,Low,7.334138371703359,81,74.89500000000001,Recommended
2422,Honda,City,2020,9.7,CNG,Manual,1497,21.7,3,7,Yes,No,No,Normal,Low,0.03,94.9,12.05,Moderate,32.0,89.4,Low,33.622802818867875,Low,9.152811021662085,57,57.905,Consider
2423,Tata,Nexon,2020,12.87,Diesel,Manual,1290,16.0,4,6,Yes,No,Yes,Aggressive,Medium,0.26,86.4,11.52,Moderate,34.5,94.1,Low,16.285027849448603,Medium,42.628632516887116,54,57.7,Consider
2424,Hyundai,Venue,2019,5.97,CNG,Automatic,2198,21.6,3,6,Yes,No,Yes,Risky,Low,0.18,87.7,12.32,Good,35.1,90.7,Low,3.39422850495992,Medium,34.26352253956625,56,68.44,Recommended
2425,Hyundai,Creta,2026,12.03,Diesel,Manual,1597,25.6,4,6,Yes,Yes,Yes,Aggressive,Medium,0.22,98.3,12.87,Good,32.6,84.3,Low,11.985542568646661,Medium,35.67499770365405,78,69.94,Recommended
2426,Tata,Punch,2023,9.09,Petrol,Automatic,998,19.3,5,2,Yes,Yes,Yes,Risky,Medium,0.31,92.3,12.15,Good,31.3,83.3,Low,3.1578635289126025,Medium,47.493934768044895,75,72.64500000000001,Recommended
2427,Mahindra,Scorpio,2019,10.82,Diesel,Manual,1199,22.1,5,2,Yes,Yes,Yes,Normal,High,0.28,83.1,11.82,Moderate,31.6,55.0,Low,32.66747054282763,Medium,45.20854249542398,65,63.565,Recommended
2428,Renault,Kiger,2023,7.5,Electric,Manual,0,446.7,5,6,Yes,Yes,No,Normal,High,0.39,96.0,12.2,Good,33.7,70.9,Low,20.00610551657327,Medium,39.37659410446671,83,81.35,Highly Recommended
2429,Kia,Sonet,2021,12.42,Diesel,Automatic,1197,23.4,3,6,Yes,No,Yes,Normal,Low,0.12,71.1,12.27,Good,32.8,73.2,Low,1.7870834888163465,Low,9.74436936149624,65,68.75999999999999,Recommended
2430,Tata,Altroz,2020,11.82,Diesel,Automatic,1497,22.3,3,6,Yes,No,Yes,Aggressive,Low,0.06,87.4,12.91,Good,30.4,75.7,Low,14.068479769255491,Low,24.24580434764456,58,65.445,Recommended
2431,Mahindra,Scorpio,2020,13.23,Diesel,Automatic,998,20.3,4,7,Yes,No,Yes,Normal,Low,0.04,96.4,12.15,Good,35.3,91.3,Low,1.9961120426032997,Low,6.484702714136676,76,73.245,Recommended
2432,Volkswagen,Virtus,2023,9.59,Diesel,Automatic,1997,23.7,5,6,Yes,Yes,Yes,Normal,Low,0.01,87.0,12.68,Poor,29.4,71.7,Low,31.964542779435906,Low,21.618282634972267,73,72.405,Recommended
2433,Renault,Triber,2026,4.55,Petrol,Manual,1997,17.4,5,6,Yes,Yes,Yes,Normal,Low,0.13,88.5,11.92,Good,35.7,80.0,Low,19.39435935677026,Low,18.9378214153277,90,74.11,Recommended
2434,Maruti Suzuki,Brezza,2019,4.97,Diesel,Manual,1597,21.5,3,6,Yes,No,No,Aggressive,Medium,0.19,78.6,12.28,Good,34.5,75.6,Low,7.323720919217517,Medium,32.23026227780473,57,53.875,Consider
2435,Skoda,Kushaq,2024,13.39,Diesel,Manual,1997,23.2,3,6,Yes,No,Yes,Calm,Low,0.07,91.5,12.68,Moderate,27.5,70.6,Low,7.672834047632708,Low,14.810915732720797,57,60.13,Recommended
2436,Toyota,Urban Cruiser,2019,7.3,Diesel,Manual,998,20.2,4,4,Yes,Yes,No,Normal,Low,0.14,72.8,12.19,Good,26.4,88.1,Low,0.0,Low,10.438211147592593,84,65.83000000000001,Recommended
2437,Honda,Elevate,2025,10.63,CNG,Automatic,1197,27.5,4,4,Yes,No,No,Risky,Low,0.26,88.9,11.7,Moderate,29.9,69.7,Low,26.181504952951435,Medium,45.28237961339078,47,59.275000000000006,Consider
2438,Honda,Elevate,2019,13.05,Electric,Manual,0,390.8,3,6,Yes,No,Yes,Normal,High,0.37,100.0,12.1,Good,29.9,73.6,Low,15.706585067278,Medium,37.5754309208784,53,73.505,Recommended
2439,Skoda,Kushaq,2023,17.81,Petrol,Manual,1199,18.8,4,6,Yes,Yes,Yes,Aggressive,Medium,0.29,82.9,13.36,Moderate,31.1,80.4,Low,11.494057617868293,Medium,32.91128349144702,73,66.67,Recommended
2440,Tata,Punch,2023,10.85,Petrol,Automatic,1498,15.0,4,6,Yes,Yes,Yes,Normal,Medium,0.11,84.1,12.99,Good,34.0,71.8,Low,13.476276315530779,Low,22.916417909999698,82,75.15,Highly Recommended
2441,Hyundai,Verna,2025,9.66,CNG,Manual,1498,28.5,5,6,Yes,Yes,Yes,Aggressive,Medium,0.21,83.7,12.39,Poor,30.3,45.6,Medium,41.370869524928075,Medium,52.183363646040526,61,66.725,Recommended
2442,Hyundai,Exter,2025,8.94,CNG,Manual,2198,22.8,4,2,Yes,Yes,Yes,Risky,Low,0.17,84.4,12.42,Good,34.1,59.5,Low,3.066953200886376,Medium,35.94741371132442,71,70.37,Recommended
2443,Skoda,Kushaq,2022,18.26,CNG,Automatic,1290,25.1,4,7,Yes,Yes,No,Normal,Low,0.0,76.8,12.5,Good,31.2,85.0,Low,7.532785737541371,Low,8.556945954882913,90,78.265,Highly Recommended
2444,Skoda,Slavia,2026,14.1,Petrol,Manual,1199,23.3,4,4,Yes,Yes,Yes,Aggressive,Medium,0.15,94.9,12.36,Good,34.5,82.6,Low,2.5692630923697193,Low,27.63869017660282,78,69.595,Recommended
2445,Tata,Harrier,2019,12.72,Electric,Automatic,0,278.2,5,2,Yes,Yes,Yes,Normal,High,0.4,93.3,11.83,Good,27.5,82.7,Low,27.4627344521889,Medium,37.49746993460734,75,84.1825,Highly Recommended
2446,Skoda,Kushaq,2019,10.64,Petrol,Automatic,2198,23.5,4,6,Yes,Yes,No,Risky,Low,0.0,81.3,12.36,Moderate,31.3,76.5,Low,4.779862166029524,Medium,43.15028645098788,70,65.025,Recommended
2447,Toyota,Urban Cruiser,2022,10.16,Diesel,Automatic,1597,21.0,4,6,Yes,Yes,Yes,Aggressive,Low,0.0,96.2,11.9,Poor,30.5,66.0,High,63.86254821886794,Medium,32.601373853526106,56,64.35,Recommended
2448,Mahindra,Scorpio,2019,16.53,Petrol,Automatic,1597,14.5,4,6,Yes,Yes,No,Aggressive,Medium,0.21,93.2,12.76,Good,31.4,80.2,Low,5.511507103057526,Medium,30.10999493548933,81,68.625,Recommended
2449,Maruti Suzuki,Dzire,2025,8.07,Diesel,Automatic,1199,20.4,4,2,Yes,Yes,Yes,Normal,Medium,0.39,79.9,12.94,Poor,32.1,75.9,Low,19.89992976260679,Medium,43.15691792668177,51,62.01,Recommended
2450,Skoda,Kushaq,2020,14.01,Petrol,Manual,1997,10.0,4,6,Yes,Yes,Yes,Calm,Medium,0.1,88.2,11.9,Good,29.3,60.2,Low,32.87769577665132,Low,15.432030902001681,82,69.4,Recommended
2451,Skoda,Kushaq,2019,9.51,CNG,Manual,1290,25.7,3,4,Yes,No,Yes,Normal,Medium,0.23,88.6,11.92,Moderate,32.6,76.8,Low,27.67239463473168,Low,21.585188685628424,47,60.005,Recommended
2452,Honda,City,2024,5.53,Petrol,Manual,2198,12.4,5,6,Yes,No,Yes,Normal,Low,0.06,88.4,12.73,Moderate,34.1,75.5,Low,9.943131426501262,Low,23.763888130561053,69,63.910000000000004,Recommended
2453,Volkswagen,Taigun,2022,14.12,Diesel,Manual,1497,20.9,3,6,Yes,No,Yes,Normal,Low,0.0,94.1,13.14,Poor,32.0,89.4,Low,18.702880149141837,Low,20.00236029077786,44,53.935,Consider
2454,Toyota,Urban Cruiser,2022,13.66,Petrol,Manual,998,15.3,4,6,Yes,Yes,Yes,Aggressive,Medium,0.25,100.9,12.53,Moderate,31.0,84.0,Low,7.909830469255526,Medium,36.895727067297706,72,65.695,Recommended
2455,Maruti Suzuki,Swift,2026,14.36,Petrol,Manual,1197,17.5,3,7,Yes,No,Yes,Calm,Low,0.14,93.4,12.17,Good,32.9,91.3,Low,2.5472656777194143,Low,10.985840678041292,67,63.775000000000006,Recommended
2456,Toyota,Urban Cruiser,2023,15.91,Petrol,Manual,2198,23.2,4,7,Yes,Yes,Yes,Normal,Low,0.15,86.9,12.93,Good,32.7,70.3,Low,12.236665445248775,Low,9.41717971733408,89,74.53,Recommended
2457,Mahindra,Scorpio,2025,18.46,Electric,Manual,0,341.1,4,6,Yes,Yes,Yes,Normal,Medium,0.3,82.6,11.66,Good,31.9,100.0,Low,27.00867431141755,Low,27.54059592726445,78,82.89125,Highly Recommended
2458,Tata,Curvv,2022,10.38,Electric,Manual,0,275.0,4,7,Yes,Yes,Yes,Normal,Medium,0.22,89.5,12.63,Good,33.4,83.6,Low,4.860486641373333,Low,18.72568571027569,87,84.4625,Highly Recommended
2459,Volkswagen,Virtus,2022,18.44,Electric,Automatic,0,428.0,4,2,Yes,Yes,Yes,Aggressive,Low,0.2,91.9,12.39,Moderate,31.6,67.0,Low,13.873371837235453,Low,18.813954232233268,69,86.05,Highly Recommended
2460,Renault,Kwid,2021,7.27,Diesel,Manual,1997,18.5,3,4,Yes,No,Yes,Normal,Medium,0.22,84.1,12.95,Moderate,31.5,77.6,Low,5.776959606175035,Low,29.296223299917106,48,55.375,Consider
2461,Mahindra,XUV700,2021,9.94,Petrol,Manual,1597,18.6,4,2,Yes,Yes,No,Calm,Low,0.13,74.6,12.03,Good,32.6,69.2,Low,26.80130361285501,Low,6.16810354573106,78,62.89,Recommended
2462,Toyota,Urban Cruiser,2021,12.36,Electric,Manual,0,363.5,4,2,Yes,Yes,Yes,Normal,Low,0.07,91.3,11.97,Good,30.4,82.6,Low,22.337789014076574,Low,11.324988899211498,77,83.28125,Highly Recommended
2463,Kia,Seltos,2019,7.22,Petrol,Automatic,2198,18.3,4,2,Yes,Yes,Yes,Aggressive,Low,0.0,87.9,12.47,Good,33.7,72.4,Low,12.925006322213472,Low,28.943510206817074,72,71.145,Recommended
2464,Honda,Elevate,2023,10.13,Petrol,Manual,998,12.0,4,6,Yes,Yes,No,Normal,High,0.37,81.2,12.28,Moderate,29.6,72.4,Low,3.9412924885036853,Medium,43.172018272812444,70,58.3,Consider
2465,Kia,Seltos,2020,13.77,Petrol,Manual,1997,21.9,3,6,Yes,No,No,Normal,Medium,0.15,97.0,12.56,Moderate,30.7,100.0,Low,3.5515329564697242,Low,24.982651181484357,54,52.585,Consider
2466,Toyota,Urban Cruiser,2026,14.42,CNG,Manual,1197,24.9,4,6,Yes,Yes,Yes,Normal,Low,0.13,84.1,12.94,Good,32.4,90.0,Low,3.0184851689796384,Low,8.86629726842083,88,78.33500000000001,Highly Recommended
2467,Skoda,Kushaq,2025,9.39,Diesel,Manual,1199,19.9,5,2,Yes,Yes,No,Normal,Medium,0.24,83.2,13.15,Poor,33.2,78.4,Low,33.77861208574099,Medium,32.58427550522723,61,55.435,Consider
2468,Kia,Carens,2025,9.35,Petrol,Automatic,1498,18.5,4,2,Yes,Yes,Yes,Normal,Low,0.0,80.4,12.44,Moderate,30.1,64.1,Low,8.01354433322523,Low,11.268629529805459,73,71.625,Recommended
2469,Renault,Triber,2025,8.44,CNG,Automatic,1597,24.2,5,4,Yes,Yes,Yes,Calm,Low,0.21,92.0,12.61,Good,29.1,100.0,Low,0.0,Low,15.911077141388592,90,84.13,Highly Recommended
2470,Toyota,Hyryder,2026,16.08,CNG,Manual,998,27.6,3,7,Yes,No,Yes,Calm,Low,0.22,96.1,12.09,Good,28.1,54.2,Low,34.6157631605487,Low,10.188115161848376,62,67.03999999999999,Recommended
2471,Maruti Suzuki,Baleno,2021,10.49,Petrol,Manual,2198,15.4,3,6,Yes,No,Yes,Normal,Medium,0.28,83.2,12.33,Moderate,28.8,67.2,Low,8.124919516731161,Low,24.964269741239846,53,57.16,Consider
2472,Mahindra,XUV 3XO,2020,8.02,Petrol,Manual,1197,16.2,5,4,Yes,Yes,Yes,Calm,Medium,0.24,81.4,12.38,Good,31.9,88.7,Low,3.8288614239186556,Low,19.78588998749427,89,73.48,Recommended
2473,Skoda,Slavia,2021,6.14,Petrol,Automatic,1199,17.8,5,2,Yes,Yes,No,Normal,Low,0.09,78.1,12.34,Good,35.8,98.1,Low,0.9813983613347421,Low,13.667782578011664,87,71.82,Recommended
2474,Mahindra,Scorpio,2026,17.14,Diesel,Automatic,1597,19.8,4,2,Yes,Yes,Yes,Normal,Low,0.0,84.0,12.77,Good,31.4,82.3,Low,6.895795448173328,Low,4.0438534937774095,82,75.87,Highly Recommended
2475,Kia,Seltos,2026,15.2,Electric,Manual,0,319.6,5,4,Yes,Yes,Yes,Aggressive,Low,0.06,88.3,13.8,Good,30.1,74.2,Low,7.219591970518655,Low,22.69563274484891,87,86.13499999999999,Highly Recommended
2476,Volkswagen,Taigun,2022,20.51,Electric,Manual,0,330.2,3,7,Yes,No,No,Normal,Low,0.01,100.4,12.66,Good,30.1,64.5,Low,20.445472601085413,Low,15.477102832028587,63,69.7325,Recommended
2477,Volkswagen,Taigun,2024,18.72,Diesel,Automatic,2198,27.1,4,6,Yes,Yes,Yes,Normal,Medium,0.19,81.9,12.46,Good,30.7,87.5,Low,0.0,Low,14.203232230574075,87,79.215,Highly Recommended
2478,Tata,Nexon,2026,8.36,Diesel,Manual,1498,20.6,5,6,Yes,Yes,Yes,Risky,Low,0.14,88.3,12.25,Moderate,33.7,97.1,Low,3.154170001622941,Medium,43.06373554641592,78,69.19,Recommended
2479,Tata,Harrier,2025,12.8,Electric,Automatic,0,404.1,4,6,Yes,Yes,No,Normal,Low,0.06,81.9,12.33,Good,31.1,78.5,Low,2.3093298135168325,Low,9.273158309879705,88,88.6,Highly Recommended
2480,Mahindra,Scorpio,2022,15.67,Petrol,Automatic,998,16.4,4,2,Yes,Yes,Yes,Normal,Low,0.17,82.4,12.34,Good,32.8,78.3,Low,7.90786535258725,Low,12.70045411481502,78,73.56,Recommended
2481,Tata,Nexon,2021,10.84,Electric,Manual,0,312.5,3,4,Yes,No,Yes,Normal,Medium,0.18,85.7,12.5,Good,33.5,72.0,Low,8.7978818058351,Low,28.018745895680638,54,71.01875,Recommended
2482,Kia,Sonet,2026,12.63,Petrol,Automatic,998,17.4,5,2,Yes,No,No,Calm,Medium,0.17,95.7,13.13,Poor,35.6,80.9,Low,32.45972894868562,Low,28.721687779675104,47,53.760000000000005,Consider
